first:2 scnd:4 diff:2
first:30181 scnd:49501 diff:19320
first:30231 scnd:49549 diff:19318
first:30267 scnd:49663 diff:19396
first:30303 scnd:49717 diff:19414
first:30387 scnd:49755 diff:19368
first:30423 scnd:49807 diff:19384
first:30435 scnd:49861 diff:19426
first:30469 scnd:49887 diff:19418
first:30531 scnd:49947 diff:19416
first:30543 scnd:49993 diff:19450
first:30615 scnd:50067 diff:19452
first:30685 scnd:50139 diff:19454
first:30699 scnd:50239 diff:19540
first:30751 scnd:50343 diff:19592
first:30807 scnd:50389 diff:19582
first:30879 scnd:50449 diff:19570
first:30927 scnd:50511 diff:19584
first:30973 scnd:50563 diff:19590
first:31023 scnd:50619 diff:19596
first:31117 scnd:50689 diff:19572
first:31159 scnd:50797 diff:19638
first:31179 scnd:50893 diff:19714
first:31273 scnd:50991 diff:19718
first:31335 scnd:51025 diff:19690
first:31357 scnd:51097 diff:19740
first:31429 scnd:51229 diff:19800
first:31479 scnd:51291 diff:19812
first:31503 scnd:51339 diff:19836
first:31561 scnd:51391 diff:19830
first:31591 scnd:51457 diff:19866
first:31609 scnd:51553 diff:19944
first:31623 scnd:51631 diff:20008
first:31663 scnd:51673 diff:20010
first:31743 scnd:51769 diff:20026
first:31767 scnd:51811 diff:20044
first:31813 scnd:51867 diff:20054
first:31873 scnd:51961 diff:20088
first:31935 scnd:52069 diff:20134
first:31975 scnd:52119 diff:20144
first:32041 scnd:52227 diff:20186
first:32077 scnd:52381 diff:20304
first:32115 scnd:52431 diff:20316
first:32151 scnd:52477 diff:20326
first:32185 scnd:52539 diff:20354
first:32199 scnd:52579 diff:20380
first:32227 scnd:52621 diff:20394
first:32293 scnd:52729 diff:20436
first:32391 scnd:52789 diff:20398
first:32419 scnd:52839 diff:20420
first:32455 scnd:52875 diff:20420
first:32497 scnd:52911 diff:20414
first:32545 scnd:53011 diff:20466
first:32559 scnd:53055 diff:20496
first:32667 scnd:53137 diff:20470
first:32701 scnd:53223 diff:20522
first:32787 scnd:53271 diff:20484
first:32815 scnd:53331 diff:20516
first:32823 scnd:53473 diff:20650
first:32859 scnd:53569 diff:20710
first:32875 scnd:53727 diff:20852
first:32955 scnd:53797 diff:20842
first:32989 scnd:53847 diff:20858
first:33039 scnd:53943 diff:20904
first:33061 scnd:53983 diff:20922
first:33091 scnd:54073 diff:20982
first:33195 scnd:54187 diff:20992
first:33207 scnd:54253 diff:21046
first:33277 scnd:54343 diff:21066
first:33327 scnd:54447 diff:21120
first:33351 scnd:54519 diff:21168
first:33399 scnd:54637 diff:21238
first:33427 scnd:54721 diff:21294
first:33463 scnd:54831 diff:21368
first:33541 scnd:54889 diff:21348
first:33571 scnd:54985 diff:21414
first:33589 scnd:55033 diff:21444
first:33639 scnd:55129 diff:21490
first:33673 scnd:55159 diff:21486
first:33757 scnd:55201 diff:21444
first:33817 scnd:55239 diff:21422
first:33859 scnd:55287 diff:21428
first:33879 scnd:55417 diff:21538
first:33927 scnd:55459 diff:21532
first:33975 scnd:55513 diff:21538
first:33987 scnd:55573 diff:21586
first:34057 scnd:55647 diff:21590
first:34099 scnd:55791 diff:21692
first:34117 scnd:55875 diff:21758
first:34143 scnd:55915 diff:21772
first:34183 scnd:55995 diff:21812
first:34263 scnd:56041 diff:21778
first:34333 scnd:56103 diff:21770
first:34369 scnd:56173 diff:21804
first:34395 scnd:56295 diff:21900
first:34465 scnd:56317 diff:21852
first:34537 scnd:56395 diff:21858
first:34561 scnd:56535 diff:21974
first:34611 scnd:56571 diff:21960
first:34647 scnd:56619 diff:21972
first:34695 scnd:56689 diff:21994
first:34723 scnd:56737 diff:22014
first:34755 scnd:56821 diff:22066
first:34837 scnd:56955 diff:22118
first:34875 scnd:57031 diff:22156
first:34939 scnd:57075 diff:22136
first:34993 scnd:57169 diff:22176
first:35067 scnd:57217 diff:22150
first:35115 scnd:57267 diff:22152
first:35137 scnd:57319 diff:22182
first:35191 scnd:57409 diff:22218
first:35233 scnd:57507 diff:22274
first:35247 scnd:57579 diff:22332
first:35263 scnd:57637 diff:22374
first:35293 scnd:57735 diff:22442
first:35317 scnd:57763 diff:22446
first:35367 scnd:57855 diff:22488
first:35473 scnd:57949 diff:22476
first:35509 scnd:58011 diff:22502
first:35547 scnd:58093 diff:22546
first:35595 scnd:58167 diff:22572
first:35629 scnd:58219 diff:22590
first:35679 scnd:58347 diff:22668
first:35755 scnd:58405 diff:22650
first:35799 scnd:58453 diff:22654
first:35821 scnd:58503 diff:22682
first:35839 scnd:58555 diff:22716
first:35857 scnd:58651 diff:22794
first:35935 scnd:58729 diff:22794
first:36001 scnd:58791 diff:22790
first:36015 scnd:58851 diff:22836
first:36115 scnd:58947 diff:22832
first:36147 scnd:58981 diff:22834
first:36169 scnd:59017 diff:22848
first:36199 scnd:59131 diff:22932
first:36253 scnd:59259 diff:23006
first:36303 scnd:59307 diff:23004
first:36327 scnd:59353 diff:23026
first:36361 scnd:59451 diff:23090
first:36409 scnd:59509 diff:23100
first:36435 scnd:59535 diff:23100
first:36505 scnd:59581 diff:23076
first:36523 scnd:59689 diff:23166
first:36559 scnd:59751 diff:23192
first:36627 scnd:59881 diff:23254
first:36673 scnd:59941 diff:23268
first:36721 scnd:60055 diff:23334
first:36759 scnd:60121 diff:23362
first:36775 scnd:60195 diff:23420
first:36807 scnd:60255 diff:23448
first:36889 scnd:60349 diff:23460
first:36907 scnd:60411 diff:23504
first:36985 scnd:60469 diff:23484
first:37027 scnd:60543 diff:23516
first:37071 scnd:60679 diff:23608
first:37135 scnd:60751 diff:23616
first:37225 scnd:60831 diff:23606
first:37311 scnd:60877 diff:23566
first:37351 scnd:60939 diff:23588
first:37429 scnd:60973 diff:23544
first:37447 scnd:61119 diff:23672
first:37515 scnd:61167 diff:23652
first:37575 scnd:61251 diff:23676
first:37623 scnd:61357 diff:23734
first:37669 scnd:61429 diff:23760
first:37743 scnd:61525 diff:23782
first:37791 scnd:61609 diff:23818
first:37861 scnd:61711 diff:23850
first:37909 scnd:61753 diff:23844
first:37947 scnd:61777 diff:23830
first:38007 scnd:61921 diff:23914
first:38055 scnd:61981 diff:23926
first:38067 scnd:62071 diff:24004
first:38103 scnd:62185 diff:24082
first:38139 scnd:62233 diff:24094
first:38187 scnd:62307 diff:24120
first:38211 scnd:62389 diff:24178
first:38293 scnd:62431 diff:24138
first:38353 scnd:62467 diff:24114
first:38491 scnd:62533 diff:24042
first:38509 scnd:62569 diff:24060
first:38535 scnd:62619 diff:24084
first:38595 scnd:62691 diff:24096
first:38629 scnd:62785 diff:24156
first:38655 scnd:62827 diff:24172
first:38679 scnd:62881 diff:24202
first:38737 scnd:62929 diff:24192
first:38811 scnd:63027 diff:24216
first:38827 scnd:63061 diff:24234
first:38859 scnd:63121 diff:24262
first:38899 scnd:63187 diff:24288
first:38943 scnd:63267 diff:24324
first:38967 scnd:63373 diff:24406
first:39037 scnd:63447 diff:24410
first:39115 scnd:63555 diff:24440
first:39169 scnd:63627 diff:24458
first:39253 scnd:63663 diff:24410
first:39279 scnd:63817 diff:24538
first:39325 scnd:63877 diff:24552
first:39331 scnd:63913 diff:24582
first:39367 scnd:64045 diff:24678
first:39421 scnd:64131 diff:24710
first:39475 scnd:64267 diff:24792
first:39507 scnd:64333 diff:24826
first:39553 scnd:64393 diff:24840
first:39627 scnd:64441 diff:24814
first:39673 scnd:64527 diff:24854
first:39687 scnd:64623 diff:24936
first:39745 scnd:64747 diff:25002
first:39783 scnd:64801 diff:25018
first:39829 scnd:64863 diff:25034
first:39871 scnd:64897 diff:25026
first:39913 scnd:65031 diff:25118
first:39931 scnd:65173 diff:25242
first:39951 scnd:65257 diff:25306
first:40035 scnd:65329 diff:25294
first:40105 scnd:65413 diff:25308
first:40123 scnd:65461 diff:25338
first:40147 scnd:65497 diff:25350
first:40191 scnd:65547 diff:25356
first:40219 scnd:65629 diff:25410
first:40339 scnd:65677 diff:25338
first:40393 scnd:65809 diff:25416
first:40441 scnd:65907 diff:25466
first:40479 scnd:66001 diff:25522
first:40597 scnd:66111 diff:25514
first:40687 scnd:66175 diff:25488
first:40735 scnd:66223 diff:25488
first:40789 scnd:66303 diff:25514
first:40795 scnd:66385 diff:25590
first:40861 scnd:66447 diff:25586
first:40933 scnd:66535 diff:25602
first:40995 scnd:66591 diff:25596
first:41103 scnd:66673 diff:25570
first:41175 scnd:66727 diff:25552
first:41197 scnd:66831 diff:25634
first:41295 scnd:66913 diff:25618
first:41335 scnd:67021 diff:25686
first:41347 scnd:67069 diff:25722
first:41389 scnd:67147 diff:25758
first:41535 scnd:67249 diff:25714
first:41559 scnd:67297 diff:25738
first:41641 scnd:67333 diff:25692
first:41737 scnd:67429 diff:25692
first:41743 scnd:67513 diff:25770
first:41821 scnd:67615 diff:25794
first:41953 scnd:67693 diff:25740
first:42019 scnd:67795 diff:25776
first:42073 scnd:67843 diff:25770
first:42157 scnd:67933 diff:25776
first:42193 scnd:67993 diff:25800
first:42247 scnd:68029 diff:25782
first:42283 scnd:68137 diff:25854
first:42307 scnd:68203 diff:25896
first:42373 scnd:68235 diff:25862
first:42415 scnd:68307 diff:25892
first:42435 scnd:68371 diff:25936
first:42543 scnd:68427 diff:25884
first:42637 scnd:68533 diff:25896
first:42687 scnd:68635 diff:25948
first:42711 scnd:68707 diff:25996
first:42747 scnd:68767 diff:26020
first:42829 scnd:68859 diff:26030
first:42903 scnd:68917 diff:26014
first:42931 scnd:69027 diff:26096
first:42949 scnd:69067 diff:26118
first:42991 scnd:69147 diff:26156
first:43035 scnd:69279 diff:26244
first:43075 scnd:69319 diff:26244
first:43171 scnd:69411 diff:26240
first:43239 scnd:69529 diff:26290
first:43297 scnd:69571 diff:26274
first:43359 scnd:69625 diff:26266
first:43453 scnd:69673 diff:26220
first:43477 scnd:69759 diff:26282
first:43507 scnd:69819 diff:26312
first:43561 scnd:69951 diff:26390
first:43611 scnd:70023 diff:26412
first:43651 scnd:70117 diff:26466
first:43717 scnd:70165 diff:26448
first:43777 scnd:70255 diff:26478
first:43867 scnd:70357 diff:26490
first:43921 scnd:70431 diff:26510
first:43983 scnd:70471 diff:26488
first:44047 scnd:70549 diff:26502
first:44077 scnd:70671 diff:26594
first:44119 scnd:70779 diff:26660
first:44179 scnd:70815 diff:26636
first:44233 scnd:70935 diff:26702
first:44281 scnd:70999 diff:26718
first:44343 scnd:71035 diff:26692
first:44379 scnd:71151 diff:26772
first:44427 scnd:71235 diff:26808
first:44449 scnd:71307 diff:26858
first:44475 scnd:71407 diff:26932
first:44535 scnd:71487 diff:26952
first:44571 scnd:71587 diff:27016
first:44617 scnd:71677 diff:27060
first:44659 scnd:71787 diff:27128
first:44691 scnd:71869 diff:27178
first:44727 scnd:71917 diff:27190
first:44755 scnd:71979 diff:27224
first:44827 scnd:72111 diff:27284
first:44871 scnd:72163 diff:27292
first:44905 scnd:72217 diff:27312
first:44965 scnd:72277 diff:27312
first:45007 scnd:72337 diff:27330
first:45087 scnd:72423 diff:27336
first:45157 scnd:72481 diff:27324
first:45171 scnd:72517 diff:27346
first:45207 scnd:72543 diff:27336
first:45267 scnd:72613 diff:27346
first:45337 scnd:72673 diff:27336
first:45409 scnd:72757 diff:27348
first:45457 scnd:72807 diff:27350
first:45523 scnd:72867 diff:27344
first:45543 scnd:72951 diff:27408
first:45601 scnd:73071 diff:27470
first:45675 scnd:73171 diff:27496
first:45703 scnd:73237 diff:27534
first:45747 scnd:73279 diff:27532
first:45867 scnd:73431 diff:27564
first:45877 scnd:73515 diff:27638
first:45919 scnd:73633 diff:27714
first:46021 scnd:73729 diff:27708
first:46027 scnd:73819 diff:27792
first:46095 scnd:73861 diff:27766
first:46195 scnd:73947 diff:27752
first:46249 scnd:74007 diff:27758
first:46287 scnd:74139 diff:27852
first:46321 scnd:74197 diff:27876
first:46381 scnd:74235 diff:27854
first:46459 scnd:74311 diff:27852
first:46491 scnd:74377 diff:27886
first:46531 scnd:74439 diff:27908
first:46587 scnd:74461 diff:27874
first:46623 scnd:74583 diff:27960
first:46635 scnd:74653 diff:28018
first:46681 scnd:74715 diff:28034
first:46771 scnd:74823 diff:28052
first:46813 scnd:74953 diff:28140
first:46849 scnd:75037 diff:28188
first:46863 scnd:75159 diff:28296
first:46933 scnd:75229 diff:28296
first:46951 scnd:75301 diff:28350
first:47017 scnd:75355 diff:28338
first:47065 scnd:75423 diff:28358
first:47089 scnd:75469 diff:28380
first:47173 scnd:75571 diff:28398
first:47257 scnd:75649 diff:28392
first:47317 scnd:75759 diff:28442
first:47353 scnd:75829 diff:28476
first:47437 scnd:75879 diff:28442
first:47485 scnd:75943 diff:28458
first:47581 scnd:76093 diff:28512
first:47635 scnd:76167 diff:28532
first:47737 scnd:76255 diff:28518
first:47845 scnd:76303 diff:28458
first:47919 scnd:76435 diff:28516
first:48013 scnd:76503 diff:28490
first:48061 scnd:76551 diff:28490
first:48097 scnd:76599 diff:28502
first:48169 scnd:76669 diff:28500
first:48211 scnd:76753 diff:28542
first:48223 scnd:76801 diff:28578
first:48253 scnd:76851 diff:28598
first:48289 scnd:76909 diff:28620
first:48315 scnd:76983 diff:28668
first:48373 scnd:77067 diff:28694
first:48399 scnd:77119 diff:28720
first:48457 scnd:77221 diff:28764
first:48517 scnd:77341 diff:28824
first:48535 scnd:77473 diff:28938
first:48571 scnd:77545 diff:28974
first:48615 scnd:77571 diff:28956
first:48661 scnd:77727 diff:29066
first:48673 scnd:77773 diff:29100
first:48715 scnd:77823 diff:29108
first:48787 scnd:77905 diff:29118
first:48817 scnd:78031 diff:29214
first:48867 scnd:78147 diff:29280
first:48937 scnd:78183 diff:29246
first:48975 scnd:78241 diff:29266
first:49023 scnd:78327 diff:29304
first:49047 scnd:78397 diff:29350
first:49105 scnd:78451 diff:29346
first:49129 scnd:78517 diff:29388
first:49167 scnd:78567 diff:29400
first:49249 scnd:78651 diff:29402
first:49297 scnd:78699 diff:29402
first:49327 scnd:78913 diff:29586
first:49369 scnd:78949 diff:29580
first:49417 scnd:79047 diff:29630
first:49447 scnd:79093 diff:29646
first:49491 scnd:79153 diff:29662
first:49513 scnd:79179 diff:29666
first:49597 scnd:79251 diff:29654
first:49623 scnd:79309 diff:29686
first:49699 scnd:79395 diff:29696
first:49741 scnd:79495 diff:29754
first:49753 scnd:79573 diff:29820
first:49767 scnd:79645 diff:29878
first:49831 scnd:79711 diff:29880
first:49843 scnd:79753 diff:29910
first:49875 scnd:79861 diff:29986
first:49909 scnd:79939 diff:30030
first:49935 scnd:80101 diff:30166
first:49983 scnd:80175 diff:30192
first:50011 scnd:80233 diff:30222
first:50053 scnd:80307 diff:30254
first:50113 scnd:80395 diff:30282
first:50173 scnd:80479 diff:30306
first:50227 scnd:80569 diff:30342
first:50293 scnd:80659 diff:30366
first:50353 scnd:80737 diff:30384
first:50379 scnd:80803 diff:30424
first:50419 scnd:80871 diff:30452
first:50451 scnd:80929 diff:30478
first:50497 scnd:81049 diff:30552
first:50535 scnd:81115 diff:30580
first:50583 scnd:81231 diff:30648
first:50599 scnd:81295 diff:30696
first:50671 scnd:81361 diff:30690
first:50701 scnd:81423 diff:30722
first:50767 scnd:81507 diff:30740
first:50859 scnd:81601 diff:30742
first:50917 scnd:81655 diff:30738
first:50955 scnd:81793 diff:30838
first:51015 scnd:81853 diff:30838
first:51049 scnd:81907 diff:30858
first:51075 scnd:81979 diff:30904
first:51171 scnd:82021 diff:30850
first:51265 scnd:82087 diff:30822
first:51279 scnd:82155 diff:30876
first:51307 scnd:82287 diff:30980
first:51355 scnd:82375 diff:31020
first:51379 scnd:82491 diff:31112
first:51423 scnd:82561 diff:31138
first:51469 scnd:82611 diff:31142
first:51507 scnd:82719 diff:31212
first:51601 scnd:82755 diff:31154
first:51637 scnd:82963 diff:31326
first:51643 scnd:83007 diff:31364
first:51747 scnd:83089 diff:31342
first:51771 scnd:83125 diff:31354
first:51807 scnd:83187 diff:31380
first:51831 scnd:83317 diff:31486
first:51901 scnd:83425 diff:31524
first:51927 scnd:83521 diff:31594
first:52035 scnd:83671 diff:31636
first:52075 scnd:83739 diff:31664
first:52105 scnd:83821 diff:31716
first:52141 scnd:83941 diff:31800
first:52255 scnd:84025 diff:31770
first:52335 scnd:84157 diff:31822
first:52393 scnd:84217 diff:31824
first:52453 scnd:84259 diff:31806
first:52471 scnd:84411 diff:31940
first:52531 scnd:84469 diff:31938
first:52549 scnd:84555 diff:32006
first:52567 scnd:84679 diff:32112
first:52609 scnd:84745 diff:32136
first:52647 scnd:84835 diff:32188
first:52687 scnd:84939 diff:32252
first:52743 scnd:85047 diff:32304
first:52791 scnd:85095 diff:32304
first:52819 scnd:85153 diff:32334
first:52861 scnd:85213 diff:32352
first:52885 scnd:85285 diff:32400
first:52891 scnd:85369 diff:32478
first:52993 scnd:85411 diff:32418
first:53019 scnd:85479 diff:32460
first:53053 scnd:85585 diff:32532
first:53071 scnd:85693 diff:32622
first:53161 scnd:85759 diff:32598
first:53209 scnd:85843 diff:32634
first:53259 scnd:85957 diff:32698
first:53293 scnd:86103 diff:32810
first:53329 scnd:86191 diff:32862
first:53367 scnd:86257 diff:32890
first:53487 scnd:86331 diff:32844
first:53557 scnd:86379 diff:32822
first:53653 scnd:86415 diff:32762
first:53773 scnd:86547 diff:32774
first:53785 scnd:86653 diff:32868
first:53811 scnd:86701 diff:32890
first:53907 scnd:86859 diff:32952
first:53941 scnd:86953 diff:33012
first:53965 scnd:87055 diff:33090
first:53989 scnd:87133 diff:33144
first:54039 scnd:87207 diff:33168
first:54159 scnd:87291 diff:33132
first:54207 scnd:87315 diff:33108
first:54241 scnd:87481 diff:33240
first:54295 scnd:87543 diff:33248
first:54361 scnd:87579 diff:33218
first:54445 scnd:87631 diff:33186
first:54471 scnd:87673 diff:33202
first:54589 scnd:87783 diff:33194
first:54595 scnd:87889 diff:33294
first:54691 scnd:87973 diff:33282
first:54733 scnd:88047 diff:33314
first:54783 scnd:88167 diff:33384
first:54847 scnd:88237 diff:33390
first:54903 scnd:88291 diff:33388
first:54951 scnd:88333 diff:33382
first:55023 scnd:88431 diff:33408
first:55045 scnd:88479 diff:33434
first:55087 scnd:88531 diff:33444
first:55135 scnd:88635 diff:33500
first:55167 scnd:88707 diff:33540
first:55195 scnd:88791 diff:33596
first:55227 scnd:88897 diff:33670
first:55243 scnd:88993 diff:33750
first:55261 scnd:89089 diff:33828
first:55383 scnd:89175 diff:33792
first:55419 scnd:89227 diff:33808
first:55429 scnd:89307 diff:33878
first:55501 scnd:89367 diff:33866
first:55527 scnd:89497 diff:33970
first:55551 scnd:89581 diff:34030
first:55611 scnd:89667 diff:34056
first:55659 scnd:89703 diff:34044
first:55755 scnd:89785 diff:34030
first:55855 scnd:89809 diff:33954
first:55879 scnd:89899 diff:34020
first:55911 scnd:89971 diff:34060
first:55963 scnd:90097 diff:34134
first:56007 scnd:90145 diff:34138
first:56035 scnd:90231 diff:34196
first:56065 scnd:90289 diff:34224
first:56127 scnd:90421 diff:34294
first:56143 scnd:90517 diff:34374
first:56187 scnd:90619 diff:34432
first:56305 scnd:90673 diff:34368
first:56311 scnd:90735 diff:34424
first:56359 scnd:90835 diff:34476
first:56415 scnd:90883 diff:34468
first:56437 scnd:90987 diff:34550
first:56547 scnd:91069 diff:34522
first:56583 scnd:91159 diff:34576
first:56607 scnd:91213 diff:34606
first:56641 scnd:91279 diff:34638
first:56691 scnd:91383 diff:34692
first:56719 scnd:91419 diff:34700
first:56761 scnd:91489 diff:34728
first:56895 scnd:91627 diff:34732
first:56943 scnd:91671 diff:34728
first:56989 scnd:91735 diff:34746
first:57049 scnd:91827 diff:34778
first:57063 scnd:91933 diff:34870
first:57139 scnd:91959 diff:34820
first:57181 scnd:91999 diff:34818
first:57207 scnd:92077 diff:34870
first:57241 scnd:92197 diff:34956
first:57295 scnd:92269 diff:34974
first:57313 scnd:92319 diff:35006
first:57349 scnd:92467 diff:35118
first:57447 scnd:92605 diff:35158
first:57505 scnd:92665 diff:35160
first:57531 scnd:92713 diff:35182
first:57591 scnd:92787 diff:35196
first:57627 scnd:92931 diff:35304
first:57727 scnd:92995 diff:35268
first:57747 scnd:93051 diff:35304
first:57759 scnd:93139 diff:35380
first:57795 scnd:93195 diff:35400
first:57859 scnd:93277 diff:35418
first:57903 scnd:93351 diff:35448
first:57967 scnd:93399 diff:35432
first:58033 scnd:93481 diff:35448
first:58059 scnd:93591 diff:35532
first:58131 scnd:93663 diff:35532
first:58189 scnd:93783 diff:35594
first:58195 scnd:93891 diff:35696
first:58321 scnd:94011 diff:35690
first:58371 scnd:94059 diff:35688
first:58383 scnd:94143 diff:35760
first:58435 scnd:94231 diff:35796
first:58477 scnd:94369 diff:35892
first:58501 scnd:94465 diff:35964
first:58519 scnd:94551 diff:36032
first:58587 scnd:94635 diff:36048
first:58621 scnd:94759 diff:36138
first:58695 scnd:94839 diff:36144
first:58753 scnd:94947 diff:36194
first:58767 scnd:95019 diff:36252
first:58813 scnd:95115 diff:36302
first:58867 scnd:95175 diff:36308
first:58935 scnd:95233 diff:36298
first:58957 scnd:95329 diff:36372
first:58983 scnd:95377 diff:36394
first:59007 scnd:95449 diff:36442
first:59089 scnd:95515 diff:36426
first:59161 scnd:95571 diff:36410
first:59257 scnd:95617 diff:36360
first:59271 scnd:95725 diff:36454
first:59319 scnd:95779 diff:36460
first:59343 scnd:95947 diff:36604
first:59413 scnd:96027 diff:36614
first:59475 scnd:96087 diff:36612
first:59497 scnd:96159 diff:36662
first:59527 scnd:96267 diff:36740
first:59545 scnd:96313 diff:36768
first:59559 scnd:96373 diff:36814
first:59659 scnd:96457 diff:36798
first:59713 scnd:96631 diff:36918
first:59739 scnd:96735 diff:36996
first:59821 scnd:96757 diff:36936
first:59907 scnd:96867 diff:36960
first:59931 scnd:96939 diff:37008
first:60001 scnd:97003 diff:37002
first:60063 scnd:97081 diff:37018
first:60091 scnd:97219 diff:37128
first:60175 scnd:97279 diff:37104
first:60219 scnd:97333 diff:37114
first:60235 scnd:97407 diff:37172
first:60289 scnd:97489 diff:37200
first:60351 scnd:97513 diff:37162
first:60399 scnd:97573 diff:37174
first:60435 scnd:97615 diff:37180
first:60517 scnd:97657 diff:37140
first:60541 scnd:97731 diff:37190
first:60637 scnd:97791 diff:37154
first:60697 scnd:97885 diff:37188
first:60745 scnd:97947 diff:37202
first:60793 scnd:98077 diff:37284
first:60841 scnd:98151 diff:37310
first:60855 scnd:98329 diff:37474
first:60919 scnd:98371 diff:37452
first:60949 scnd:98467 diff:37518
first:60967 scnd:98551 diff:37584
first:61093 scnd:98623 diff:37530
first:61129 scnd:98691 diff:37562
first:61165 scnd:98755 diff:37590
first:61201 scnd:98875 diff:37674
first:61315 scnd:98935 diff:37620
first:61345 scnd:99091 diff:37746
first:61387 scnd:99199 diff:37812
first:61431 scnd:99295 diff:37864
first:61467 scnd:99349 diff:37882
first:61575 scnd:99445 diff:37870
first:61633 scnd:99507 diff:37874
first:61693 scnd:99601 diff:37908
first:61729 scnd:99663 diff:37934
first:61755 scnd:99783 diff:38028
first:61767 scnd:99855 diff:38088
first:61899 scnd:99955 diff:38056
